scenario_name,severity_rank,member_id,total_treasury_collateral_market_value_usd,total_repo_exposure_usd,treasury_collateral_inventory_usd,member_qualified_resources_usd,baseline_required_collateral_total_usd,stressed_required_collateral_total_usd,haircut_driven_collateral_call_usd,scenario_additional_collateral_call_usd,additional_collateral_requirement_total_usd,baseline_excess_collateral_inventory_usd,available_collateral_to_meet_calls_usd,collateral_posted_total_usd,collateral_shortfall_total_usd,haircut_market_value_loss_usd,inventory_unavailability_loss_usd,gross_collateral_resource_reduction_usd,bucket_qualified_resource_reduction_usd,stressed_member_qualified_resources_usd,baseline_final_bucket_order,baseline_final_time_bucket,baseline_liquidity_need_usd,baseline_available_resources_usd,baseline_eligible_collateral_liquidity_usd,baseline_available_cash_usd,baseline_liquidity_headroom_usd,baseline_liquidity_shortfall_usd,collateral_resource_reduction_usd,stressed_eligible_collateral_liquidity_usd,stressed_available_resources_usd,stressed_liquidity_need_usd,stressed_liquidity_headroom_usd,stressed_liquidity_shortfall_usd,stressed_liquidity_coverage_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference
severe_haircut_stress,2,SYN-MBR-0010,1300930058.47,15238095107.343016,1300930058.47,35216448139.00227,15739366372.689611,16637922127.494343,898555754.8047318,457142853.2202904,1355698608.0250223,0.0,0.0,0.0,1355698608.0250223,66172195.96081364,0.0,66172195.96081364,66172195.96081364,35150275943.04146,5,day2_close,19011561063.106544,35216448139.00227,22890691290.35148,12325756848.650797,16204887075.89573,0.0,66172195.96081364,22824519094.390663,35150275943.04146,20367259671.131565,14783016271.909893,0.0,1.7258225461161696,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0011,3647380112.0899997,36137070763.22158,3647380112.0899997,75242847988.50183,37267370890.55195,39452646093.30791,2185275202.755957,1084112122.8966475,3269387325.6526046,0.0,0.0,0.0,3269387325.6526046,191240097.6488213,0.0,191240097.6488213,191240097.6488213,75051607890.853,5,day2_close,46896269210.368034,75242847988.50183,48907851192.52619,26334996795.97564,28346578778.1338,0.0,191240097.6488213,48716611094.87737,75051607890.85301,50165656536.02064,24885951354.832375,0.0,1.4960754642364427,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0012,9504471585.21,84669966837.68866,9504471585.21,212367652625.22192,87249082989.87569,92079413621.45854,4830330631.582851,2540099005.130659,7370429636.7135105,0.0,0.0,0.0,7370429636.7135105,471679336.33128965,0.0,471679336.33128965,471679336.33128965,211895973288.89062,5,day2_close,103838244087.22896,212367652625.22192,138038974206.39426,74328678418.82767,108529408537.99297,0.0,471679336.33128965,137567294870.06296,211895973288.89062,111208673723.94247,100687299564.94815,0.0,1.9053907055387431,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0013,2800490810.77,29022328660.21077,2800490810.77,98583293681.45982,30014473070.053307,31913702181.97889,1899229111.925579,870669859.806323,2769898971.731902,0.0,0.0,0.0,2769898971.731902,156351025.7321536,0.0,156351025.7321536,156351025.7321536,98426942655.72768,5,day2_close,39693623526.9826,98583293681.45984,64079140892.94889,34504152788.51093,58889670154.47724,0.0,156351025.7321536,63922789867.216736,98426942655.72769,42463522498.7145,55963420157.01319,0.0,2.317917517528306,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0014,1160629522.01,11039475480.9929,1160629522.01,27563413705.90542,11390707238.314278,12041238898.689718,650531660.3754405,331184264.42978704,981715924.8052275,0.0,0.0,0.0,981715924.8052275,59384339.805232845,0.0,59384339.805232845,59384339.805232845,27504029366.10018,5,day2_close,14317861159.392488,27563413705.90542,17916218908.838524,9647194797.066896,13245552546.51293,0.0,59384339.805232845,17856834569.03329,27504029366.100185,15299577084.197716,12204452281.90247,0.0,1.7976986693643924,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0015,1011951420.6,9536459467.201756,1011951420.6,24224007964.745144,9818778355.769854,10323226654.010307,504448298.2404549,286093784.0160526,790542082.2565075,0.0,0.0,0.0,790542082.2565075,46802075.917205,0.0,46802075.917205,46802075.917205,24177205888.827938,5,day2_close,12301207764.937813,24224007964.745144,15745605177.084345,8478402787.6608,11922800199.807331,0.0,46802075.917205,15698803101.16714,24177205888.827938,13091749847.19432,11085456041.633617,0.0,1.8467512877210475,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0016,1221397875.22,15027381512.579838,1221397875.22,34634721035.148605,15510502189.707853,16372872376.670456,862370186.9626038,450821445.37739515,1313191632.339999,0.0,0.0,0.0,1313191632.339999,60611626.970188126,0.0,60611626.970188126,60611626.970188126,34574109408.17842,5,day2_close,22431826183.79545,34634721035.148605,22512568672.8466,12122152362.302011,12202894851.353155,0.0,60611626.970188126,22451957045.87641,34574109408.17842,23745017816.13545,10829091592.042973,0.0,1.4560574212197173,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0017,912630962.22,9691439356.154583,912630962.22,18547989416.681694,9957952181.116571,10488673298.60861,530721117.49203897,290743180.6846374,821464298.1766764,0.0,0.0,0.0,821464298.1766764,43964498.32610905,0.0,43964498.32610905,43964498.32610905,18504024918.355583,5,day2_close,13459707145.81854,18547989416.68169,12056193120.843102,6491796295.838593,5088282270.863155,0.0,43964498.32610905,12012228622.516993,18504024918.35558,14281171443.995216,4222853474.360363,0.0,1.29569377350595,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0018,1778270809.67,28009638418.94962,1778270809.67,90823998967.0652,28858395440.15918,30465767135.680496,1607371695.5213156,840289152.5684886,2447660848.0898037,0.0,0.0,0.0,2447660848.0898037,88873503.54074703,0.0,88873503.54074703,88873503.54074703,90735125463.52444,5,day2_close,34293399068.12596,90823998967.0652,59035599328.592384,31788399638.472816,56530599898.93924,0.0,88873503.54074703,58946725825.051636,90735125463.52446,36741059916.21577,53994065547.30869,0.0,2.4695837754935934,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0019,1009171348.6500001,12095663556.1214,1009171348.6500001,22087577368.866653,12501764247.5921,13256044910.11052,754280662.518419,362869906.683642,1117150569.2020612,0.0,0.0,0.0,1117150569.2020612,54279473.320405476,0.0,54279473.320405476,54279473.320405476,22033297895.546246,5,day2_close,15471181411.073448,22087577368.86665,14356925289.763325,7730652079.103327,6616395957.793201,0.0,54279473.320405476,14302645816.442919,22033297895.546246,16588331980.275509,5444965915.270737,0.0,1.328240712914663,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0020,1803796884.65,29766485663.74318,1803796884.65,63853933972.3066,30641186818.24513,32260746858.92761,1619560040.682479,892994569.9122953,2512554610.5947742,0.0,0.0,0.0,2512554610.5947742,86003128.84844978,0.0,86003128.84844978,86003128.84844978,63767930843.45815,5,day2_close,45996446697.72258,63853933972.30661,41505057081.9993,22348876890.307312,17857487274.58403,0.0,86003128.84844978,41419053953.15085,63767930843.45816,48509001308.31735,15258929535.140808,0.0,1.314558723610014,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0021,12570321869.79,128878304871.82515,12570321869.79,304408474480.80493,133225875885.72876,141498063469.645,8272187583.916231,3866349146.154754,12138536730.070986,0.0,0.0,0.0,12138536730.070986,688418584.6464744,0.0,688418584.6464744,688418584.6464744,303720055896.15845,5,day2_close,159290668587.64313,304408474480.80493,197865508412.5232,106542966068.28172,145117805893.1618,0.0,688418584.6464744,197177089827.8767,303720055896.15845,171429205317.7141,132290850578.44434,0.0,1.7716937748924773,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0022,1086219580.1699998,13982439086.543755,1086219580.1699998,26836974511.062134,14416775503.267534,15228647902.917933,811872399.6503983,419473172.59631264,1231345572.2467108,0.0,0.0,0.0,1231345572.2467108,54733353.68991195,0.0,54733353.68991195,54733353.68991195,26782241157.37222,5,day2_close,15930829423.431942,26836974511.062134,17444033432.190388,9392941078.871746,10906145087.630192,0.0,54733353.68991195,17389300078.500477,26782241157.372223,17162174995.678654,9620066161.69357,0.0,1.5605388690020847,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0023,1617664137.39,23320655547.799843,1617664137.39,90188351371.4415,24032662102.494408,25526647783.05517,1493985680.560758,699619666.4339952,2193605346.9947534,0.0,0.0,0.0,2193605346.9947534,90072721.40764692,0.0,90072721.40764692,90072721.40764692,90098278650.03386,5,day2_close,38984996221.6997,90188351371.44151,58622428391.43698,31565922980.00452,51203355149.74181,0.0,90072721.40764692,58532355670.029335,90098278650.03386,41178601568.69445,48919677081.33941,0.0,2.1879878193466875,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0024,748810565.56,10233498649.093483,748810565.56,27523688539.237083,10529832687.56703,11104558753.373287,574726065.8062558,307004959.4728044,881731025.2790602,0.0,0.0,0.0,881731025.2790602,36837896.95526275,0.0,36837896.95526275,36837896.95526275,27486850642.28182,5,day2_close,14496306704.49804,27523688539.237083,17890397550.504105,9633290988.73298,13027381834.739042,0.0,36837896.95526275,17853559653.548843,27486850642.281822,15378037729.7771,12108812912.504723,0.0,1.7874094943243606,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0025,2651639826.3900003,21996894422.578854,2651639826.3900003,56811541404.62919,22676902347.28099,24037319880.254837,1360417532.9738474,659906832.6773655,2020324365.6512132,0.0,0.0,0.0,2020324365.6512132,142571472.88690403,0.0,142571472.88690403,142571472.88690403,56668969931.74229,5,day2_close,29452672295.528053,56811541404.62919,36927501913.00897,19884039491.620216,27358869109.10113,0.0,142571472.88690403,36784930440.12207,56668969931.74229,31472996661.179268,25195973270.56302,0.0,1.8005584451270662,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0026,2158618867.82,29057187736.36107,2158618867.82,61978397436.363266,29953643926.54778,31559628538.84005,1605984612.2922702,871715632.090832,2477700244.3831024,0.0,0.0,0.0,2477700244.3831024,103618902.53466499,0.0,103618902.53466499,103618902.53466499,61874778533.828606,5,day2_close,38830567236.25166,61978397436.36327,40285958333.63612,21692439102.72714,23147830200.111603,0.0,103618902.53466499,40182339431.101456,61874778533.828606,41308267480.634766,20566511053.19384,0.0,1.4978788099218971,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0027,1645227404.19,17732992129.027946,1645227404.19,56916796024.10077,18347453601.971764,19522025213.926033,1174571611.9542658,531989763.8708384,1706561375.8251042,0.0,0.0,0.0,1706561375.8251042,92096152.29247048,0.0,92096152.29247048,92096152.29247048,56824699871.8083,5,day2_close,24389853596.46025,56916796024.10076,36995917415.6655,19920878608.435265,32526942427.640507,0.0,92096152.29247048,36903821263.373024,56824699871.80829,26096414972.285355,30728284899.522934,0.0,2.177490660389815,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0028,3632111886.97,42936862769.8352,3632111886.97,99599212235.12987,44272449801.11371,46639610818.086,2367161016.972287,1288105883.0950558,3655266900.0673428,0.0,0.0,0.0,3655266900.0673428,174085789.56969,0.0,174085789.56969,174085789.56969,99425126445.56018,5,day2_close,56901213518.263145,99599212235.12988,64739487952.83442,34859724282.29545,42697998716.86672,0.0,174085789.56969,64565402163.26473,99425126445.5602,60556480418.33049,38868646027.229706,0.0,1.641857746003748,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0029,962226604.4,10716482275.787418,962226604.4,30217348533.848213,11058856390.05272,11664050594.58789,605194204.5351717,321494468.2736226,926688672.8087943,0.0,0.0,0.0,926688672.8087943,47055610.206455,0.0,47055610.206455,47055610.206455,30170292923.64176,5,day2_close,13895032655.457573,30217348533.848213,19641276547.00134,10576071986.846874,16322315878.39064,0.0,47055610.206455,19594220936.794884,30170292923.641758,14821721328.266367,15348571595.375391,0.0,2.0355458219352887,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0030,8335143500.12,97247884795.47382,8335143500.12,302812978716.35925,100600990338.8381,107078251324.03407,6477260985.195964,2917436543.864214,9394697529.060177,0.0,0.0,0.0,9394697529.060177,470071713.83065873,0.0,470071713.83065873,470071713.83065873,302342907002.52856,5,day2_close,136226172547.68085,302812978716.35925,196828436165.6335,105984542550.72574,166586806168.6784,0.0,470071713.83065873,196358364451.80286,302342907002.52856,145620870076.74103,156722036925.78754,0.0,2.076233350639893,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0031,1886946175.0,29594060294.53329,1886946175.0,61529492053.88336,30440035998.405262,32197836479.614388,1757800481.209125,887821808.8359988,2645622290.045124,0.0,0.0,0.0,2645622290.045124,98207515.96401152,0.0,98207515.96401152,98207515.96401152,61431284537.91935,5,day2_close,45162573847.15262,61529492053.88336,39994169835.024185,21535322218.859177,16366918206.730743,0.0,98207515.96401152,39895962319.06017,61431284537.91935,47808196137.19774,13623088400.721611,0.0,1.2849529892662486,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0032,1745145194.48,14158630807.643333,1745145194.48,36676041150.87291,14637774066.80556,15554533822.893063,916759756.087503,424758924.2293,1341518680.316803,0.0,0.0,0.0,1341518680.316803,97193066.1029219,0.0,97193066.1029219,97193066.1029219,36578848084.76999,5,day2_close,17356455650.687996,36676041150.87291,23839426748.06739,12836614402.805515,19319585500.184917,0.0,97193066.1029219,23742233681.96447,36578848084.76999,18697974331.0048,17880873753.76519,0.0,1.9563000481883912,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0033,1162935665.44,15353125620.53842,1162935665.44,59118321064.85495,15861718207.553133,16754990967.28362,893272759.7304873,460593768.6161526,1353866528.3466399,0.0,0.0,0.0,1353866528.3466399,58388867.689307496,0.0,58388867.689307496,58388867.689307496,59059932197.16564,5,day2_close,21226763596.39917,59118321064.85495,38426908692.15572,20691412372.69923,37891557468.45578,0.0,58388867.689307496,38368519824.466415,59059932197.16564,22580630124.74581,36479302072.41983,0.0,2.615513024698219,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0034,2439412648.34,22667072283.95794,2439412648.34,63634218892.158264,23347817517.11875,24687112949.879097,1339295432.760345,680012168.5187382,2019307601.279083,0.0,0.0,0.0,2019307601.279083,125738356.34260051,0.0,125738356.34260051,125738356.34260051,63508480535.81567,5,day2_close,30194290501.952827,63634218892.15825,41362242279.90286,22271976612.25539,33439928390.20542,0.0,125738356.34260051,41236503923.560265,63508480535.81565,32213598103.23191,31294882432.58374,0.0,1.9714805012558967,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0035,1072891935.29,10669146750.584423,1072891935.29,39933966050.57036,10991962864.330606,11567331112.067902,575368247.7372954,320074402.51753265,895442650.2548281,0.0,0.0,0.0,895442650.2548281,50416276.32469,0.0,50416276.32469,50416276.32469,39883549774.24567,5,day2_close,13383015351.117344,39933966050.57036,25957077932.87073,13976888117.699623,26550950699.45301,0.0,50416276.32469,25906661656.54604,39883549774.24567,14278458001.372171,25605091772.873497,0.0,2.7932672961192884,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0036,3685235062.95,48813927887.18971,3685235062.95,95836713791.62004,50259900945.63611,52854736013.33079,2594835067.6946754,1464417836.6156912,4059252904.3103666,0.0,0.0,0.0,4059252904.3103666,170636287.8926475,0.0,170636287.8926475,170636287.8926475,95666077503.72739,5,day2_close,65082341448.26418,95836713791.62004,62293863964.553024,33542849827.067013,30754372343.355858,0.0,170636287.8926475,62123227676.66038,95666077503.72739,69141594352.57455,26524483151.152832,0.0,1.3836255643151099,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0037,9442982664.06,99760492238.17995,9442982664.06,248389787156.3758,102697135148.52621,108749478522.77213,6052343374.245913,2992814767.145398,9045158141.391312,0.0,0.0,0.0,9045158141.391312,499288302.56379473,0.0,499288302.56379473,499288302.56379473,247890498853.812,5,day2_close,126941233598.47124,248389787156.37576,161453361651.64426,86936425504.7315,121448553557.90453,0.0,499288302.56379473,160954073349.08047,247890498853.81198,135986391739.86255,111904107113.94943,0.0,1.8229066576604096,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0038,849815951.3299999,10404392568.154043,849815951.3299999,25040064941.657112,10687015126.857388,11307168020.297422,620152893.4400337,312131777.0446213,932284670.484655,0.0,0.0,0.0,932284670.484655,44702119.40599769,0.0,44702119.40599769,44702119.40599769,24995362822.251118,5,day2_close,12610449568.972672,25040064941.657112,16276042212.077124,8764022729.579988,12429615372.68444,0.0,44702119.40599769,16231340092.671125,24995362822.251114,13542734239.457327,11452628582.793787,0.0,1.8456659032284686,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0039,5554183434.559999,66177942432.44343,5554183434.559999,139476713507.3316,68205262896.68782,71970159919.48407,3764897022.7962513,1985338272.9733028,5750235295.769554,0.0,0.0,0.0,5750235295.769554,274101856.0770934,0.0,274101856.0770934,274101856.0770934,139202611651.25452,5,day2_close,83939405549.4429,139476713507.33167,90659863779.76556,48816849727.56607,55537307957.88876,0.0,274101856.0770934,90385761923.68848,139202611651.25458,89689640845.21246,49512970806.042114,0.0,1.5520478211245403,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0040,956557213.21,11028991232.236694,956557213.21,22962330417.931858,11352395208.906784,11948182085.840603,595786876.9338198,330869736.96710086,926656613.9009206,0.0,0.0,0.0,926656613.9009206,45150665.15157673,0.0,45150665.15157673,45150665.15157673,22917179752.78028,5,day2_close,15812782036.71113,22962330417.93186,14925514771.655712,8036815646.276151,7149548381.220732,0.0,45150665.15157673,14880364106.504135,22917179752.780285,16739438650.612051,6177741102.168234,0.0,1.3690530627167927,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0041,854174659.37,7664769685.113659,854174659.37,19834120222.86173,7913175057.568921,8352075633.186697,438900575.61777544,229943090.55340976,668843666.1711853,0.0,0.0,0.0,668843666.1711853,42225027.3582575,0.0,42225027.3582575,42225027.3582575,19791895195.50347,5,day2_close,8581488539.736111,19834120222.86173,12892178144.860125,6941942078.001605,11252631683.125618,0.0,42225027.3582575,12849953117.501867,19791895195.50347,9250332205.907295,10541562989.596176,0.0,2.1395875039887,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0042,965154925.1800001,9163717993.655857,965154925.1800001,17941700328.971954,9432794164.28165,10012439008.385355,579644844.1037047,274911539.8096757,854556383.9133804,0.0,0.0,0.0,854556383.9133804,53191725.43133192,0.0,53191725.43133192,53191725.43133192,17888508603.540623,5,day2_close,11738125190.172869,17941700328.971954,11662105213.831772,6279595115.140183,6203575138.799086,0.0,53191725.43133192,11608913488.40044,17888508603.540623,12592681574.086248,5295827029.454374,0.0,1.4205479983193057,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0043,1062980514.44,12700138210.348345,1062980514.44,36743787081.90648,13121032368.703815,13921351350.327745,800318981.6239305,381004146.3104503,1181323127.9343808,0.0,0.0,0.0,1181323127.9343808,57232422.30823977,0.0,57232422.30823977,57232422.30823977,36686554659.598236,5,day2_close,20591883759.388885,36743787081.90648,23883461603.23921,12860325478.667269,16151903322.517591,0.0,57232422.30823977,23826229180.93097,36686554659.598236,21773206887.323265,14913347772.274971,0.0,1.6849403420199796,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0044,8420975001.91,94439680763.62292,8420975001.91,308181623027.815,97272231984.45181,102486155917.0535,5213923932.601677,2833190422.9086876,8047114355.510365,0.0,0.0,0.0,8047114355.510365,405739378.9932903,0.0,405739378.9932903,405739378.9932903,307775883648.8217,5,day2_close,117890989609.88034,308181623027.815,200318054968.07977,107863568059.73524,190290633417.93463,0.0,405739378.9932903,199912315589.0865,307775883648.8217,125938103965.3907,181837779683.43103,0.0,2.443866264124496,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0045,1795779212.38,18747394547.043354,1795779212.38,28997219975.458714,19305131640.877106,20337453639.558624,1032321998.6815214,562421836.4113007,1594743835.092822,0.0,0.0,0.0,1594743835.092822,86178332.93750201,0.0,86178332.93750201,86178332.93750201,28911041642.521214,5,day2_close,23088934280.81457,28997219975.458717,18848192984.048164,10149026991.41055,5908285694.644142,0.0,86178332.93750201,18762014651.11066,28911041642.521214,24683678115.907394,4227363526.613819,0.0,1.1712614913694526,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0046,2742179229.47,29742241171.4473,2742179229.47,100264545076.87358,30633427794.309357,32280916463.259075,1647488668.9497209,892267235.143419,2539755904.0931396,0.0,0.0,0.0,2539755904.0931396,132651620.51927164,0.0,132651620.51927164,132651620.51927164,100131893456.35431,5,day2_close,47582100752.85143,100264545076.87358,65171954299.96783,35092590776.905754,52682444324.02215,0.0,132651620.51927164,65039302679.448555,100131893456.35431,50121856656.94457,50010036799.40974,0.0,1.997769039995861,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0047,3552166857.4,37620650070.6974,3552166857.4,97833540582.7385,38679927095.460655,40748810807.08836,2068883711.6277084,1128619502.120922,3197503213.7486305,0.0,0.0,0.0,3197503213.7486305,171532336.60420775,0.0,171532336.60420775,171532336.60420775,97662008246.1343,5,day2_close,50089117943.8017,97833540582.73853,63591801378.78003,34241739203.95847,47744422638.936806,0.0,171532336.60420775,63420269042.17582,97662008246.13432,53286621157.55032,44375387088.584,0.0,1.8327678904125138,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0048,1152333636.53,14238647833.234943,1152333636.53,35327193721.53835,14699128101.487803,15511206128.361052,812078026.8732486,427159434.9970483,1239237461.870297,0.0,0.0,0.0,1239237461.870297,56852563.92701,0.0,56852563.92701,56852563.92701,35270341157.61134,5,day2_close,19802825448.203243,35327193721.53835,22962675918.99993,12364517802.538424,15524368273.33511,0.0,56852563.92701,22905823355.07292,35270341157.61134,21042062910.07354,14228278247.537804,0.0,1.67618266841728,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0001,893181618.37,10547115374.828186,893181618.37,27146854021.072403,10890661349.172844,12531601645.583414,1640940296.4105706,843769229.9862549,2484709526.3968253,0.0,0.0,0.0,2484709526.3968253,109422673.73076606,0.0,109422673.73076606,109422673.73076606,27037431347.341637,5,day2_close,14677044626.155638,27146854021.072403,17645455113.697063,9501398907.37534,12469809394.916763,0.0,109422673.73076606,17536032439.966297,27037431347.341637,17161754152.552464,9875677194.789173,0.0,1.5754468399327564,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0002,2076021165.24,30007864860.384216,2076021165.24,50488291294.855255,30942113303.56352,35417329446.72427,4475216143.160755,2400629188.830737,6875845331.991491,0.0,0.0,0.0,6875845331.991491,244020193.0078065,0.0,244020193.0078065,244020193.0078065,50244271101.84745,5,day2_close,41433101833.13419,50488291294.855255,32817389341.65592,17670901953.199337,9055189461.721062,0.0,244020193.0078065,32573369148.648113,50244271101.84745,48308947165.12569,1935323936.7217636,0.0,1.0400613975317368,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0003,1150515829.75,14731207018.624214,1150515829.75,31252301950.259506,15219003677.885532,17408907294.44432,2189903616.55879,1178496561.4899373,3368400178.0487275,0.0,0.0,0.0,3368400178.0487275,133559859.02104798,0.0,133559859.02104798,133559859.02104798,31118742091.23846,5,day2_close,20155019286.488987,31252301950.259502,20313996267.66868,10938305682.590826,11097282663.77052,0.0,133559859.02104798,20180436408.64763,31118742091.238453,23523419464.537716,7595322626.700737,0.0,1.3228834412510018,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0004,1369413266.49,18708033818.07507,1369413266.49,41457312552.14155,19284987669.3465,21905769671.188713,2620782001.84221,1496642705.4460056,4117424707.2882156,0.0,0.0,0.0,4117424707.2882156,154915509.17814964,0.0,154915509.17814964,154915509.17814964,41302397042.9634,5,day2_close,27240947871.036327,41457312552.14155,26947253158.89201,14510059393.24954,14216364681.10522,0.0,154915509.17814964,26792337649.71386,41302397042.9634,31358372578.324543,9944024464.638859,0.0,1.3171090731765953,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0005,1800450968.92,17247570130.11036,1800450968.92,56249395326.243454,17810012449.093464,20454981485.747375,2644969036.6539106,1379805610.4088287,4024774647.0627394,0.0,0.0,0.0,4024774647.0627394,217169545.83403128,0.0,217169545.83403128,217169545.83403128,56032225780.409424,5,day2_close,24046617725.23445,56249395326.243454,36562106962.05824,19687288364.185207,32202777601.009,0.0,217169545.83403128,36344937416.22421,56032225780.409424,28071392372.29719,27960833408.112232,0.0,1.996061507647406,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0006,1985292288.09,26031526273.50589,1985292288.09,55209210371.336205,26790191816.922646,30456791290.5271,3666599473.6044574,2082522101.8804712,5749121575.484929,0.0,0.0,0.0,5749121575.484929,227873785.8719831,0.0,227873785.8719831,227873785.8719831,54981336585.464226,5,day2_close,38261802453.29525,55209210371.3362,35885986741.36853,19323223629.96767,16947407918.040949,0.0,227873785.8719831,35658112955.496544,54981336585.46421,44010924028.78018,10970412556.684029,0.0,1.2492656720751902,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0007,2191520292.05,27915366427.211388,2191520292.05,55113693908.5898,28812673972.154533,33158204365.475628,4345530393.321091,2233229314.1769114,6578759707.498002,0.0,0.0,0.0,6578759707.498002,269009087.91919005,0.0,269009087.91919005,269009087.91919005,54844684820.67061,5,day2_close,36528895363.58161,55113693908.5898,35823901040.583374,19289792868.006428,18584798545.008183,0.0,269009087.91919005,35554891952.664185,54844684820.67061,43107655071.07961,11737029749.590996,0.0,1.2722725170329485,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0008,746190629.65,6850551142.1191,746190629.65,23153845907.247063,7059697431.192889,8012553026.73289,952855595.5400007,548044091.369528,1500899686.9095287,0.0,0.0,0.0,1500899686.9095287,83246384.29613598,0.0,83246384.29613598,83246384.29613598,23070599522.950924,5,day2_close,9016795708.735136,23153845907.247063,15049999839.71059,8103846067.536471,14137050198.511929,0.0,83246384.29613598,14966753455.414454,23070599522.950928,10517695395.644665,12552904127.306263,0.0,2.1935032965971204,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0009,1805458327.74,20018646542.475327,1805458327.74,47288999137.49504,20694322236.336845,23983008925.09063,3288686688.753786,1601491723.3980262,4890178412.151813,0.0,0.0,0.0,4890178412.151813,226988592.25275147,0.0,226988592.25275147,226988592.25275147,47062010545.242294,5,day2_close,27563283765.119484,47288999137.49505,30737849439.37178,16551149698.123262,19725715372.375565,0.0,226988592.25275147,30510860847.11903,47062010545.242294,32453462177.271297,14608548367.970997,0.0,1.4501383639185979,section-17-v1,synthetic,False,False
extreme_collateral_freeze,3,SYN-MBR-0010,1300930058.47,15238095107.343016,1300930058.47,35216448139.00227,15739366372.689611,17994222690.51169,2254856317.822077,1219047608.5874414,3473903926.4095182,0.0,0.0,0.0,3473903926.4095182,150755600.7458619,0.0,150755600.7458619,150755600.7458619,35065692538.25641,5,day2_close,19011561063.106544,35216448139.00227,22890691290.35148,12325756848.650797,16204887075.89573,0.0,150755600.7458619,22739935689.605618,35065692538.25641,22485464989.516064,12580227548.740345,0.0,1.5594826504413373,section-17-v1,synthetic,False,False
